,id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name,label
9032,9032,Circaea canadensis,broadleaf enchanter's nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,canadensis,09032_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Circaea_canadensis,broadleaf enchanter's nightshade Plants Circaea
9033,9033,Circaea lutetiana,enchanter's-nightshade,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,lutetiana,09033_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Circaea_lutetiana,enchanter's-nightshade Plants Circaea
9034,9034,Clarkia amoena,farewell-to-spring,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,amoena,09034_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_amoena,farewell-to-spring Plants Clarkia
9035,9035,Clarkia concinna,Red Ribbons,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,concinna,09035_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_concinna,Red Ribbons Plants Clarkia
9036,9036,Clarkia purpurea,Winecup Clarkia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,purpurea,09036_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_purpurea,Winecup Clarkia Plants Clarkia
9037,9037,Clarkia rhomboidea,diamond clarkia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,rhomboidea,09037_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_rhomboidea,diamond clarkia Plants Clarkia
9038,9038,Clarkia rubicunda,ruby chalice clarkia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,rubicunda,09038_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_rubicunda,ruby chalice clarkia Plants Clarkia
9039,9039,Clarkia unguiculata,Elegant Clarkia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,unguiculata,09039_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Clarkia_unguiculata,Elegant Clarkia Plants Clarkia
9040,9040,Epilobium brachycarpum,panicled willowherb,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,brachycarpum,09040_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Epilobium_brachycarpum,panicled willowherb Plants Epilobium
9041,9041,Epilobium canum,California fuchsia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,canum,09041_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Epilobium_canum,California fuchsia Plants Epilobium
9042,9042,Epilobium ciliatum,fringed willowherb,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,ciliatum,09042_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Epilobium_ciliatum,fringed willowherb Plants Epilobium
9043,9043,Epilobium hirsutum,Codlins-and-cream,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,hirsutum,09043_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Epilobium_hirsutum,Codlins-and-cream Plants Epilobium
9044,9044,Epilobium montanum,Broad-leaved Willowherb,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,montanum,09044_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Epilobium_montanum,Broad-leaved Willowherb Plants Epilobium
9045,9045,Eremothera boothii,Booth's Evening Primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Eremothera,boothii,09045_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Eremothera_boothii,Booth's Evening Primrose Plants Eremothera
9046,9046,Eulobus californicus,California primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Eulobus,californicus,09046_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Eulobus_californicus,California primrose Plants Eulobus
9047,9047,Fuchsia boliviana,lady's eardrops,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,boliviana,09047_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Fuchsia_boliviana,lady's eardrops Plants Fuchsia
9048,9048,Fuchsia excorticata,Kotukutuku,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,excorticata,09048_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Fuchsia_excorticata,Kotukutuku Plants Fuchsia
9049,9049,Fuchsia magellanica,Hardy Fuchsia,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,magellanica,09049_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Fuchsia_magellanica,Hardy Fuchsia Plants Fuchsia
9050,9050,Lopezia racemosa,Mosquito Flower,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Lopezia,racemosa,09050_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Lopezia_racemosa,Mosquito Flower Plants Lopezia
9051,9051,Ludwigia alternifolia,Seedbox,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,alternifolia,09051_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Ludwigia_alternifolia,Seedbox Plants Ludwigia
9052,9052,Ludwigia octovalvis,Mexican Primrose-willow,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,octovalvis,09052_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Ludwigia_octovalvis,Mexican Primrose-willow Plants Ludwigia
9053,9053,Ludwigia palustris,Water Purslane,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,palustris,09053_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Ludwigia_palustris,Water Purslane Plants Ludwigia
9054,9054,Ludwigia peploides,floating primrose-willow,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,peploides,09054_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Ludwigia_peploides,floating primrose-willow Plants Ludwigia
9055,9055,Ludwigia peruviana,Peruvian primrose-willow,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,peruviana,09055_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Ludwigia_peruviana,Peruvian primrose-willow Plants Ludwigia
9056,9056,Oenothera berlandieri,Berlandier's sundrops,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,berlandieri,09056_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_berlandieri,Berlandier's sundrops Plants Oenothera
9057,9057,Oenothera biennis,common evening-primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,biennis,09057_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_biennis,common evening-primrose Plants Oenothera
9058,9058,Oenothera cespitosa,fragrant evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,cespitosa,09058_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_cespitosa,fragrant evening primrose Plants Oenothera
9059,9059,Oenothera curtiflora,lizard-tail,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,curtiflora,09059_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_curtiflora,lizard-tail Plants Oenothera
9060,9060,Oenothera deltoides,dune evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,deltoides,09060_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_deltoides,dune evening primrose Plants Oenothera
9061,9061,Oenothera drummondii,beach evening-primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,drummondii,09061_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_drummondii,beach evening-primrose Plants Oenothera
9062,9062,Oenothera elata,Hooker's evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,elata,09062_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_elata,Hooker's evening primrose Plants Oenothera
9063,9063,Oenothera gaura,biennial beeblossom,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,gaura,09063_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_gaura,biennial beeblossom Plants Oenothera
9064,9064,Oenothera glaucifolia,False Gaura,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,glaucifolia,09064_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_glaucifolia,False Gaura Plants Oenothera
9065,9065,Oenothera glazioviana,Large-flowered Evening-primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,glazioviana,09065_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_glazioviana,Large-flowered Evening-primrose Plants Oenothera
9066,9066,Oenothera hartwegii,Hartweg's Sundrops,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,hartwegii,09066_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_hartwegii,Hartweg's Sundrops Plants Oenothera
9067,9067,Oenothera laciniata,cutleaf evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,laciniata,09067_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_laciniata,cutleaf evening primrose Plants Oenothera
9068,9068,Oenothera macrocarpa,bigfruit evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,macrocarpa,09068_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_macrocarpa,bigfruit evening primrose Plants Oenothera
9069,9069,Oenothera rosea,rose evening primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,rosea,09069_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_rosea,rose evening primrose Plants Oenothera
9070,9070,Oenothera rubricaulis,Oenothera rubricaulis,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,rubricaulis,09070_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_rubricaulis,Oenothera rubricaulis Plants Oenothera
9071,9071,Oenothera speciosa,Pinkladies,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,speciosa,09071_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_speciosa,Pinkladies Plants Oenothera
9072,9072,Oenothera suffrutescens,scarlet beeblossom,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,suffrutescens,09072_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_suffrutescens,scarlet beeblossom Plants Oenothera
9073,9073,Oenothera suffulta,roadside gaura,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,suffulta,09073_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_suffulta,roadside gaura Plants Oenothera
9074,9074,Oenothera triloba,Stemless Evening Primrose,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,triloba,09074_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Oenothera_triloba,Stemless Evening Primrose Plants Oenothera
9075,9075,Taraxia ovata,Sun Cup,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Taraxia,ovata,09075_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Taraxia_ovata,Sun Cup Plants Taraxia
9076,9076,Penaea mucronata,Noughts-and-Crosses,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Penaeaceae,Penaea,mucronata,09076_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Penaeaceae_Penaea_mucronata,Noughts-and-Crosses Plants Penaea
9077,9077,Saltera sarcocolla,vliebos,Plants,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Penaeaceae,Saltera,sarcocolla,09077_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Penaeaceae_Saltera_sarcocolla,vliebos Plants Saltera
9078,9078,Brasenia schreberi,Watershield,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Cabombaceae,Brasenia,schreberi,09078_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Cabombaceae_Brasenia_schreberi,Watershield Plants Brasenia
9079,9079,Nuphar advena,spatterdock,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,advena,09079_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nuphar_advena,spatterdock Plants Nuphar
9080,9080,Nuphar lutea,yellow water-lily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,lutea,09080_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nuphar_lutea,yellow water-lily Plants Nuphar
9081,9081,Nuphar polysepala,American Yellow Pond-lily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,polysepala,09081_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nuphar_polysepala,American Yellow Pond-lily Plants Nuphar
9082,9082,Nuphar variegata,variegated pond-lily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,variegata,09082_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nuphar_variegata,variegated pond-lily Plants Nuphar
9083,9083,Nymphaea alba,White Water-lily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,alba,09083_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nymphaea_alba,White Water-lily Plants Nymphaea
9084,9084,Nymphaea candida,Nymphaea candida,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,candida,09084_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nymphaea_candida,Nymphaea candida Plants Nymphaea
9085,9085,Nymphaea nouchali,Red and blue water lily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,nouchali,09085_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nymphaea_nouchali,Red and blue water lily Plants Nymphaea
9086,9086,Nymphaea odorata,American white waterlily,Plants,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,odorata,09086_Plantae_Tracheophyta_Magnoliopsida_Nymphaeales_Nymphaeaceae_Nymphaea_odorata,American white waterlily Plants Nymphaea
9087,9087,Bauera rubioides,River Rose,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Bauera,rubioides,09087_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Cunoniaceae_Bauera_rubioides,River Rose Plants Bauera
9088,9088,Weinmannia racemosa,Kamahi,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,racemosa,09088_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Cunoniaceae_Weinmannia_racemosa,Kamahi Plants Weinmannia
9089,9089,Aristotelia serrata,Wineberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,serrata,09089_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Elaeocarpaceae_Aristotelia_serrata,Wineberry Plants Aristotelia
9090,9090,Elaeocarpus hookerianus,Pokaka,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,hookerianus,09090_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Elaeocarpaceae_Elaeocarpus_hookerianus,Pokaka Plants Elaeocarpus
9091,9091,Oxalis acetosella,common woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,acetosella,09091_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_acetosella,common woodsorrel Plants Oxalis
9092,9092,Oxalis articulata,pink-sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,articulata,09092_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_articulata,pink-sorrel Plants Oxalis
9093,9093,Oxalis corniculata,Creeping Woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,corniculata,09093_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_corniculata,Creeping Woodsorrel Plants Oxalis
9094,9094,Oxalis debilis,Largeflower pink-sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,debilis,09094_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_debilis,Largeflower pink-sorrel Plants Oxalis
9095,9095,Oxalis dillenii,Sussex yellow-sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,dillenii,09095_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_dillenii,Sussex yellow-sorrel Plants Oxalis
9096,9096,Oxalis drummondii,Drummond's woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,drummondii,09096_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_drummondii,Drummond's woodsorrel Plants Oxalis
9097,9097,Oxalis incarnata,Pale pink-sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,incarnata,09097_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_incarnata,Pale pink-sorrel Plants Oxalis
9098,9098,Oxalis latifolia,Garden pink-sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,latifolia,09098_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_latifolia,Garden pink-sorrel Plants Oxalis
9099,9099,Oxalis luteola,Golden Sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,luteola,09099_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_luteola,Golden Sorrel Plants Oxalis
9100,9100,Oxalis montana,mountain woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,montana,09100_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_montana,mountain woodsorrel Plants Oxalis
9101,9101,Oxalis obtusa,yelloweye woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,obtusa,09101_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_obtusa,yelloweye woodsorrel Plants Oxalis
9102,9102,Oxalis oregana,redwood woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,oregana,09102_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_oregana,redwood woodsorrel Plants Oxalis
9103,9103,Oxalis pes-caprae,Bermuda-buttercup,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,pes-caprae,09103_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_pes-caprae,Bermuda-buttercup Plants Oxalis
9104,9104,Oxalis polyphylla,Manyleaf Sorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,polyphylla,09104_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_polyphylla,Manyleaf Sorrel Plants Oxalis
9105,9105,Oxalis purpurea,Purple woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,purpurea,09105_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_purpurea,Purple woodsorrel Plants Oxalis
9106,9106,Oxalis stricta,yellow woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,stricta,09106_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_stricta,yellow woodsorrel Plants Oxalis
9107,9107,Oxalis violacea,violet woodsorrel,Plants,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,violacea,09107_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Oxalidaceae_Oxalis_violacea,violet woodsorrel Plants Oxalis
9108,9108,Aristolochia californica,California Dutchman's Pipe,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,californica,09108_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Aristolochia_californica,California Dutchman's Pipe Plants Aristolochia
9109,9109,Aristolochia clematitis,Birthwort,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,clematitis,09109_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Aristolochia_clematitis,Birthwort Plants Aristolochia
9110,9110,Asarum canadense,Canadian wild ginger,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,canadense,09110_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Asarum_canadense,Canadian wild ginger Plants Asarum
9111,9111,Asarum caudatum,Western Wild Ginger,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,caudatum,09111_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Asarum_caudatum,Western Wild Ginger Plants Asarum
9112,9112,Asarum europaeum,Asarabacca,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum,europaeum,09112_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Asarum_europaeum,Asarabacca Plants Asarum
9113,9113,Endodeca serpentaria,Virginia Snakeroot,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Endodeca,serpentaria,09113_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Endodeca_serpentaria,Virginia Snakeroot Plants Endodeca
9114,9114,Hexastylis arifolia,little brown jug,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Hexastylis,arifolia,09114_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Hexastylis_arifolia,little brown jug Plants Hexastylis
9115,9115,Piper excelsum,Kawakawa,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,excelsum,09115_Plantae_Tracheophyta_Magnoliopsida_Piperales_Piperaceae_Piper_excelsum,Kawakawa Plants Piper
9116,9116,Anemopsis californica,yerba mansa,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,Anemopsis,californica,09116_Plantae_Tracheophyta_Magnoliopsida_Piperales_Saururaceae_Anemopsis_californica,yerba mansa Plants Anemopsis
9117,9117,Houttuynia cordata,Chameleon Plant,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,Houttuynia,cordata,09117_Plantae_Tracheophyta_Magnoliopsida_Piperales_Saururaceae_Houttuynia_cordata,Chameleon Plant Plants Houttuynia
9118,9118,Saururus cernuus,lizard's tail,Plants,Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,Saururus,cernuus,09118_Plantae_Tracheophyta_Magnoliopsida_Piperales_Saururaceae_Saururus_cernuus,lizard's tail Plants Saururus
9119,9119,Nelumbo lutea,american lotus,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,lutea,09119_Plantae_Tracheophyta_Magnoliopsida_Proteales_Nelumbonaceae_Nelumbo_lutea,american lotus Plants Nelumbo
9120,9120,Nelumbo nucifera,Sacred Lotus,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,nucifera,09120_Plantae_Tracheophyta_Magnoliopsida_Proteales_Nelumbonaceae_Nelumbo_nucifera,Sacred Lotus Plants Nelumbo
9121,9121,Platanus occidentalis,American sycamore,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,occidentalis,09121_Plantae_Tracheophyta_Magnoliopsida_Proteales_Platanaceae_Platanus_occidentalis,American sycamore Plants Platanus
9122,9122,Platanus racemosa,western sycamore,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,racemosa,09122_Plantae_Tracheophyta_Magnoliopsida_Proteales_Platanaceae_Platanus_racemosa,western sycamore Plants Platanus
9123,9123,Platanus wrightii,Arizona sycamore,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,wrightii,09123_Plantae_Tracheophyta_Magnoliopsida_Proteales_Platanaceae_Platanus_wrightii,Arizona sycamore Plants Platanus
9124,9124,Banksia integrifolia,Coastal Banksia,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,integrifolia,09124_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Banksia_integrifolia,Coastal Banksia Plants Banksia
9125,9125,Banksia marginata,Silver Banksia,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,marginata,09125_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Banksia_marginata,Silver Banksia Plants Banksia
9126,9126,Hakea sericea,Bushy needlebush,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,sericea,09126_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Hakea_sericea,Bushy needlebush Plants Hakea
9127,9127,Knightia excelsa,Rewarewa,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Knightia,excelsa,09127_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Knightia_excelsa,Rewarewa Plants Knightia
9128,9128,Leucadendron laureolum,Golden Sunshinebush,Plants,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Leucadendron,laureolum,09128_Plantae_Tracheophyta_Magnoliopsida_Proteales_Proteaceae_Leucadendron_laureolum,Golden Sunshinebush Plants Leucadendron
